Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;FDP Erststimmen;GRÜNE Erststimmen;Linke Erststimmen;REP Erststimmen;NPD Erststimmen;ödp Erststimmen;BüSo Erststimmen;ddp Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;Jansen Erststimmen;PBC Erststimmen;parteiunabhängig Erststimmen;Sonstige Erststimmen;;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;FDP Erststimmen in %;GRÜNE Erststimmen in %;Linke Erststimmen in %;REP Erststimmen in %;NPD Erststimmen in %;ödp Erststimmen in %;BüSo Erststimmen in %;ddp Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;Jansen Erststimmen in %;PBC Erststimmen in %;parteiunabhängig Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;FDP Zweitstimmen;GRÜNE Zweitstimmen;Linke Zweitstimmen;REP Zweitstimmen;NPD Zweitstimmen;ödp Zweitstimmen;BüSo Zweitstimmen;ddp Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;Jansen Zweitstimmen;PBC Zweitstimmen;parteiunabhängig Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;FDP Zweitstimmen in %;GRÜNE Zweitstimmen in %;Linke Zweitstimmen in %;REP Zweitstimmen in %;NPD Zweitstimmen in %;ödp Zweitstimmen in %;BüSo Zweitstimmen in %;ddp Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;Jansen Zweitstimmen in %;PBC Zweitstimmen in %;parteiunabhängig Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
1131310308100;Waldorf;711;603;108;0;503;101;70,7;2;24;479;4,8;95,2;122;174;70;102;11;;;;;;;;;;;;;;;;;;;;;25,5;36,3;14,6;21,3;2,3;;;;;;;;;;;;;;;;;;;;;16;487;3,2;96,8;121;208;19;101;15;0;0;0;0;0;17;6;;;;;;;;;;;;;;24,8;42,7;3,9;20,7;3,1;0;0;0;0;0;3,5;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:38
1131310400000;Brohltal, VG;14671;12612;2058;1;9148;1903;62,4;2;259;8889;2,8;97,2;2626;4123;549;1270;321;;;;;;;;;;;;;;;;;;;;;29,5;46,4;6,2;14,3;3,6;;;;;;;;;;;;;;;;;;;;;160;8988;1,7;98,3;2645;3979;396;1275;261;24;92;35;7;8;170;96;;;;;;;;;;;;;;29,4;44,3;4,4;14,2;2,9;0,3;1;0,4;0,1;0,1;1,9;1,1;;;;;;;;;;;;;;;;25;25;28.03.2011 09:35
1131310401600;Dedenbach;361;291;69;1;250;64;69,3;2;11;239;4,4;95,6;46;120;10;57;6;;;;;;;;;;;;;;;;;;;;;19,2;50,2;4,2;23,8;2,5;;;;;;;;;;;;;;;;;;;;;2;248;0,8;99,2;59;112;10;53;5;1;2;1;0;0;5;0;;;;;;;;;;;;;;23,8;45,2;4;21,4;2;0,4;0,8;0,4;0;0;2;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:39
1131310404100;Königsfeld;534;461;73;0;365;69;68,4;2;4;361;1,1;98,9;100;154;32;63;12;;;;;;;;;;;;;;;;;;;;;27,7;42,7;8,9;17,5;3,3;;;;;;;;;;;;;;;;;;;;;1;364;0,3;99,7;96;151;21;71;5;1;5;1;0;0;9;4;;;;;;;;;;;;;;26,4;41,5;5,8;19,5;1,4;0,3;1,4;0,3;0;0;2,5;1,1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:54
1131310405400;Niederdürenbach;788;716;72;0;437;72;55,5;2;18;419;4,1;95,9;145;148;41;64;21;;;;;;;;;;;;;;;;;;;;;34,6;35,3;9,8;15,3;5;;;;;;;;;;;;;;;;;;;;;10;427;2,3;97,7;153;150;22;67;14;2;9;0;0;1;6;3;;;;;;;;;;;;;;35,8;35,1;5,2;15,7;3,3;0,5;2,1;0;0;0,2;1,4;0,7;;;;;;;;;;;;;;;;2;2;28.03.2011 09:34
1131310405500;Niederzissen;2146;1746;400;0;1356;377;63,2;2;35;1321;2,6;97,4;398;614;100;174;35;;;;;;;;;;;;;;;;;;;;;30,1;46,5;7,6;13,2;2,6;;;;;;;;;;;;;;;;;;;;;23;1333;1,7;98,3;383;588;68;189;38;1;15;2;1;2;26;20;;;;;;;;;;;;;;28,7;44,1;5,1;14,2;2,9;0,1;1,1;0,2;0,1;0,2;2;1,5;;;;;;;;;;;;;;;;3;3;28.03.2011 09:35
1131310405900;Oberdürenbach;508;460;48;0;323;31;63,6;2;5;318;1,5;98,5;99;130;21;47;21;;;;;;;;;;;;;;;;;;;;;31,1;40,9;6,6;14,8;6,6;;;;;;;;;;;;;;;;;;;;;6;317;1,9;98,1;101;127;12;45;17;0;4;2;0;0;4;5;;;;;;;;;;;;;;31,9;40,1;3,8;14,2;5,4;0;1,3;0,6;0;0;1,3;1,6;;;;;;;;;;;;;;;;2;2;27.03.2011 18:52
1131310406000;Oberzissen;896;770;126;0;549;114;61,3;2;14;535;2,6;97,4;150;257;37;72;19;;;;;;;;;;;;;;;;;;;;;28;48;6,9;13,5;3,6;;;;;;;;;;;;;;;;;;;;;8;541;1,5;98,5;164;236;24;67;23;2;5;2;2;1;10;5;;;;;;;;;;;;;;30,3;43,6;4,4;12,4;4,3;0,4;0,9;0,4;0,4;0,2;1,8;0,9;;;;;;;;;;;;;;;;1;1;27.03.2011 19:25
1131310407300;Schalkenbach;678;566;112;0;416;94;61,4;2;12;404;2,9;97,1;108;163;32;77;24;;;;;;;;;;;;;;;;;;;;;26,7;40,3;7,9;19,1;5,9;;;;;;;;;;;;;;;;;;;;;6;410;1,4;98,6;121;164;20;69;16;1;4;6;1;2;1;5;;;;;;;;;;;;;;29,5;40;4,9;16,8;3,9;0,2;1;1,5;0,2;0,5;0,2;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:16
1131310420100;Brenk;143;137;6;0;98;6;68,5;2;11;87;11,2;88,8;22;39;6;12;8;;;;;;;;;;;;;;;;;;;;;25,3;44,8;6,9;13,8;9,2;;;;;;;;;;;;;;;;;;;;;6;92;6,1;93,9;22;39;1;13;5;1;4;2;0;0;2;3;;;;;;;;;;;;;;23,9;42,4;1,1;14,1;5,4;1,1;4,3;2,2;0;0;2,2;3,3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:39
1131310420200;Burgbrohl;2466;2064;402;0;1464;385;59,4;2;50;1414;3,4;96,6;546;563;66;183;56;;;;;;;;;;;;;;;;;;;;;38,6;39,8;4,7;12,9;4;;;;;;;;;;;;;;;;;;;;;29;1435;2;98;537;540;53;196;44;4;14;8;0;1;23;15;;;;;;;;;;;;;;37,4;37,6;3,7;13,7;3,1;0,3;1;0,6;0;0,1;1,6;1;;;;;;;;;;;;;;;;3;3;27.03.2011 20:01
1131310420400;Galenberg;164;147;17;0;100;15;61;2;0;100;0;100;29;44;2;19;6;;;;;;;;;;;;;;;;;;;;;29;44;2;19;6;;;;;;;;;;;;;;;;;;;;;1;99;1;99;29;38;2;21;5;0;3;0;0;0;1;0;;;;;;;;;;;;;;29,3;38,4;2;21,2;5,1;0;3;0;0;0;1;0;;;;;;;;;;;;;;;;1;1;27.03.2011 19:51
1131310420500;Glees;470;409;61;0;308;59;65,5;2;5;303;1,6;98,4;82;161;16;39;5;;;;;;;;;;;;;;;;;;;;;27,1;53,1;5,3;12,9;1,7;;;;;;;;;;;;;;;;;;;;;4;304;1,3;98,7;78;159;11;39;5;0;0;0;0;0;8;4;;;;;;;;;;;;;;25,7;52,3;3,6;12,8;1,6;0;0;0;0;0;2,6;1,3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:57
1131310420600;Hohenleimbach;296;267;29;0;165;28;55,7;2;6;159;3,6;96,4;32;94;11;20;2;;;;;;;;;;;;;;;;;;;;;20,1;59,1;6,9;12,6;1,3;;;;;;;;;;;;;;;;;;;;;3;162;1,8;98,2;37;95;7;14;1;0;0;4;0;0;3;1;;;;;;;;;;;;;;22,8;58,6;4,3;8,6;0,6;0;0;2,5;0;0;1,9;0,6;;;;;;;;;;;;;;;;1;1;27.03.2011 18:44
1131310420800;Spessart;620;538;82;0;401;80;64,7;2;12;389;3;97;122;184;26;38;19;;;;;;;;;;;;;;;;;;;;;31,4;47,3;6,7;9,8;4,9;;;;;;;;;;;;;;;;;;;;;8;393;2;98;112;185;17;39;11;2;10;1;0;0;12;4;;;;;;;;;;;;;;28,5;47,1;4,3;9,9;2,8;0,5;2,5;0,3;0;0;3,1;1;;;;;;;;;;;;;;;;2;2;27.03.2011 20:02
1131310420900;Wassenach;917;792;125;0;573;110;62,5;2;8;565;1,4;98,6;160;252;38;97;18;;;;;;;;;;;;;;;;;;;;;28,3;44,6;6,7;17,2;3,2;;;;;;;;;;;;;;;;;;;;;4;569;0,7;99,3;161;246;26;95;15;4;5;2;0;0;12;3;;;;;;;;;;;;;;28,3;43,2;4,6;16,7;2,6;0,7;0,9;0,4;0;0;2,1;0,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
1131310421000;Wehr;948;872;76;0;670;74;70,7;2;19;651;2,8;97,2;160;370;23;81;17;;;;;;;;;;;;;;;;;;;;;24,6;56,8;3,5;12,4;2,6;;;;;;;;;;;;;;;;;;;;;14;656;2,1;97,9;165;351;31;77;13;2;1;1;1;1;8;5;;;;;;;;;;;;;;25,2;53,5;4,7;11,7;2;0,3;0,2;0,2;0,2;0,2;1,2;0,8;;;;;;;;;;;;;;;;1;1;27.03.2011 19:43
1131310421100;Weibern;1247;1083;164;0;748;151;60;2;27;721;3,6;96,4;218;333;38;110;22;;;;;;;;;;;;;;;;;;;;;30,2;46,2;5,3;15,3;3,1;;;;;;;;;;;;;;;;;;;;;19;729;2,5;97,5;206;322;28;114;23;2;3;1;0;0;21;9;;;;;;;;;;;;;;28,3;44,2;3,8;15,6;3,2;0,3;0,4;0,1;0;0;2,9;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 19:40
1131310450200;Kempenich;1489;1293;196;0;925;174;62,1;2;22;903;2,4;97,6;209;497;50;117;30;;;;;;;;;;;;;;;;;;;;;23,1;55;5,5;13;3,3;;;;;;;;;;;;;;;;;;;;;16;909;1,7;98,3;221;476;43;106;21;1;8;2;2;0;19;10;;;;;;;;;;;;;;24,3;52,4;4,7;11,7;2,3;0,1;0,9;0,2;0,2;0;2,1;1,1;;;;;;;;;;;;;;;;2;2;27.03.2011 19:05
1140000000000;Bad Neuenahr-Ahrweiler, Wahlkreis;50017;41962;8055;0;31898;6816;63,8;2;885;31013;2,8;97,2;7406;15170;2514;5085;838;;;;;;;;;;;;;;;;;;;;;23,9;48,9;8,1;16,4;2,7;;;;;;;;;;;;;;;;;;;;;618;31280;1,9;98,1;7603;15057;1595;4912;733;109;333;159;22;29;418;310;;;;;;;;;;;;;;24,3;48,1;5,1;15,7;2,3;0,3;1,1;0,5;0,1;0,1;1,3;1;;;;;;;;;;;;;;Gies, Horst;CDU;95;95;04.04.2011 10:46
1141310000000;Ahrweiler, Teilkreis;50017;41962;8055;0;31898;6816;63,8;2;885;31013;2,8;97,2;7406;15170;2514;5085;838;;;;;;;;;;;;;;;;;;;;;23,9;48,9;8,1;16,4;2,7;;;;;;;;;;;;;;;;;;;;;618;31280;1,9;98,1;7603;15057;1595;4912;733;109;333;159;22;29;418;310;;;;;;;;;;;;;;24,3;48,1;5,1;15,7;2,3;0,3;1,1;0,5;0,1;0,1;1,3;1;;;;;;;;;;;;;;;;95;95;01.04.2011 09:15
1141310000700;Bad Neuenahr-Ahrweiler, Verbandsfreie Gemeinde;21855;17794;4061;0;13539;3843;61,9;2;314;13225;2,3;97,7;3270;6258;963;2391;343;;;;;;;;;;;;;;;;;;;;;24,7;47,3;7,3;18,1;2,6;;;;;;;;;;;;;;;;;;;;;229;13310;1,7;98,3;3512;6132;622;2194;312;41;148;28;7;10;177;127;;;;;;;;;;;;;;26,4;46,1;4,7;16,5;2,3;0,3;1,1;0,2;0,1;0,1;1,3;1;;;;;;;;;;;;;;;;24;24;01.04.2011 09:15
1141310000711;Bad Neuenahr-Ahrweiler/Ahrweiler;5931;4812;1119;0;3875;1074;65,8;1;88;3787;2,3;97,7;802;1937;247;724;77;;;;;;;;;;;;;;;;;;;;;21,2;51,1;6,5;19,1;2;;;;;;;;;;;;;;;;;;;;;79;3796;2;98;924;1808;152;701;82;13;35;9;2;2;42;26;;;;;;;;;;;;;;24,3;47,6;4;18,5;2,2;0,3;0,9;0,2;0,1;0,1;1,1;0,7;;;;;;;;;;;;;;;;6;6;27.03.2011 19:45
1141310000712;Bad Neuenahr-Ahrweiler/Walporzheim;573;467;106;0;387;101;68,1;1;9;378;2,3;97,7;99;175;23;69;12;;;;;;;;;;;;;;;;;;;;;26,2;46,3;6,1;18,3;3,2;;;;;;;;;;;;;;;;;;;;;5;382;1,3;98,7;114;155;10;66;13;7;3;0;0;0;9;5;;;;;;;;;;;;;;29,8;40,6;2,6;17,3;3,4;1,8;0,8;0;0;0;2,4;1,3;;;;;;;;;;;;;;;;1;1;27.03.2011 18:51
1141310000713;Bad Neuenahr-Ahrweiler/Bachem;1119;959;160;0;666;145;60,3;1;13;653;2;98;172;280;45;138;18;;;;;;;;;;;;;;;;;;;;;26,3;42,9;6,9;21,1;2,8;;;;;;;;;;;;;;;;;;;;;13;653;2;98;187;257;25;131;18;0;12;2;1;0;10;10;;;;;;;;;;;;;;28,6;39,4;3,8;20,1;2,8;0;1,8;0,3;0,2;0;1,5;1,5;;;;;;;;;;;;;;;;1;1;27.03.2011 19:23
1141310000714;Bad Neuenahr-Ahrweiler/Ramersbach;505;430;75;0;315;72;62,7;1;11;304;3,5;96,5;86;123;27;62;6;;;;;;;;;;;;;;;;;;;;;28,3;40,5;8,9;20,4;2;;;;;;;;;;;;;;;;;;;;;6;309;1,9;98,1;89;119;11;61;4;1;7;2;0;1;10;4;;;;;;;;;;;;;;28,8;38,5;3,6;19,7;1,3;0,3;2,3;0,6;0;0,3;3,2;1,3;;;;;;;;;;;;;;;;1;1;27.03.2011 19:07
1141310000720;Bad Neuenahr-Ahrweiler/Bad Neuenahr;9161;7337;1824;0;5474;1716;60,5;1;129;5345;2,4;97,6;1459;2497;396;838;155;;;;;;;;;;;;;;;;;;;;;27,3;46,7;7,4;15,7;2,9;;;;;;;;;;;;;;;;;;;;;89;5385;1,6;98,4;1478;2549;290;719;139;11;66;7;3;7;65;51;;;;;;;;;;;;;;27,4;47,3;5,4;13,4;2,6;0,2;1,2;0,1;0,1;0,1;1,2;0,9;;;;;;;;;;;;;;;;9;9;28.03.2011 12:31
1141310000730;Bad Neuenahr-Ahrweiler/Heimersheim;2437;1999;438;0;1436;414;59,5;1;31;1405;2,2;97,8;325;608;109;324;39;;;;;;;;;;;;;;;;;;;;;23,1;43,3;7,8;23,1;2,8;;;;;;;;;;;;;;;;;;;;;20;1416;1,4;98,6;366;612;59;309;24;4;10;5;1;0;14;12;;;;;;;;;;;;;;25,8;43,2;4,2;21,8;1,7;0,3;0,7;0,4;0,1;0;1;0,8;;;;;;;;;;;;;;;;2;2;01.04.2011 09:15
1141310000731;Bad Neuenahr-Ahrweiler/Heppingen;688;580;108;0;456;101;67;1;14;442;3,1;96,9;103;210;47;76;6;;;;;;;;;;;;;;;;;;;;;23,3;47,5;10,6;17,2;1,4;;;;;;;;;;;;;;;;;;;;;11;445;2,4;97,6;114;216;24;65;9;1;2;0;0;0;7;7;;;;;;;;;;;;;;25,6;48,5;5,4;14,6;2;0,2;0,4;0;0;0;1,6;1,6;;;;;;;;;;;;;;;;1;1;27.03.2011 20:52
1141310000732;Bad Neuenahr-Ahrweiler/Gimmigen;593;493;100;0;417;97;70,7;1;7;410;1,7;98,3;114;192;30;66;8;;;;;;;;;;;;;;;;;;;;;27,8;46,8;7,3;16,1;2;;;;;;;;;;;;;;;;;;;;;4;413;1;99;106;195;25;59;5;1;3;1;0;0;13;5;;;;;;;;;;;;;;25,7;47,2;6,1;14,3;1,2;0,2;0,7;0,2;0;0;3,1;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:50
1141310000733;Bad Neuenahr-Ahrweiler/Lohrsdorf;532;461;71;0;291;66;55,2;1;9;282;3,1;96,9;74;126;25;38;19;;;;;;;;;;;;;;;;;;;;;26,2;44,7;8,9;13,5;6,7;;;;;;;;;;;;;;;;;;;;;2;289;0,7;99,3;84;113;18;37;15;2;9;1;0;0;4;6;;;;;;;;;;;;;;29,1;39,1;6,2;12,8;5,2;0,7;3,1;0,3;0;0;1,4;2,1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:45
1141310000734;Bad Neuenahr-Ahrweiler/Kirchdaun;316;256;60;0;222;57;70,9;1;3;219;1,4;98,6;36;110;14;56;3;;;;;;;;;;;;;;;;;;;;;16,4;50,2;6,4;25,6;1,4;;;;;;;;;;;;;;;;;;;;;0;222;0;100;50;108;8;46;3;1;1;1;0;0;3;1;;;;;;;;;;;;;;22,5;48,6;3,6;20,7;1,4;0,5;0,5;0,5;0;0;1,4;0,5;;;;;;;;;;;;;;;;1;1;27.03.2011 18:28
1141310009000;Grafschaft, Verbandsfreie Gemeinde;8509;7278;1231;0;5617;1163;66;2;120;5497;2,1;97,9;1506;2304;562;986;139;;;;;;;;;;;;;;;;;;;;;27,4;41,9;10,2;17,9;2,5;;;;;;;;;;;;;;;;;;;;;80;5537;1,4;98,6;1484;2272;362;1009;113;36;72;13;4;4;97;71;;;;;;;;;;;;;;26,8;41;6,5;18,2;2;0,7;1,3;0,2;0,1;0,1;1,8;1,3;;;;;;;;;;;;;;;;12;12;27.03.2011 21:04
1141310100000;Adenau, VG;10727;9443;1284;0;6864;419;64;2;253;6611;3,7;96,3;1308;3601;563;931;208;;;;;;;;;;;;;;;;;;;;;19,8;54,5;8,5;14,1;3,1;;;;;;;;;;;;;;;;;;;;;161;6703;2,3;97,7;1302;3628;372;889;170;23;48;97;8;7;93;66;;;;;;;;;;;;;;19,4;54,1;5,5;13,3;2,5;0,3;0,7;1,4;0,1;0,1;1,4;1;;;;;;;;;;;;;;;;42;42;27.03.2011 19:24
1141310100100;Adenau;2210;1767;443;0;1259;419;57;2;35;1224;2,8;97,2;230;637;146;180;31;;;;;;;;;;;;;;;;;;;;;18,8;52;11,9;14,7;2,5;;;;;;;;;;;;;;;;;;;;;18;1241;1,4;98,6;234;651;91;161;27;2;9;35;2;2;17;10;;;;;;;;;;;;;;18,9;52,5;7,3;13;2,2;0,2;0,7;2,8;0,2;0,2;1,4;0,8;;;;;;;;;;;;;;;;3;3;27.03.2011 19:04
1141310100400;Antweiler;450;414;36;0;283;0;62,9;2;7;276;2,5;97,5;69;134;24;40;9;;;;;;;;;;;;;;;;;;;;;25;48,6;8,7;14,5;3,3;;;;;;;;;;;;;;;;;;;;;8;275;2,8;97,2;70;133;15;43;8;1;0;0;0;0;2;3;;;;;;;;;;;;;;25,5;48,4;5,5;15,6;2,9;0,4;0;0;0;0;0,7;1,1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:44
1141310100500;Aremberg;186;169;17;0;122;0;65,6;2;5;117;4,1;95,9;22;64;7;20;4;;;;;;;;;;;;;;;;;;;;;18,8;54,7;6;17,1;3,4;;;;;;;;;;;;;;;;;;;;;2;120;1,6;98,4;24;63;6;14;6;1;2;2;0;0;1;1;;;;;;;;;;;;;;20;52,5;5;11,7;5;0,8;1,7;1,7;0;0;0,8;0,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:34
1141310100800;Barweiler;332;301;31;0;227;0;68,4;2;8;219;3,5;96,5;27;121;27;36;8;;;;;;;;;;;;;;;;;;;;;12,3;55,3;12,3;16,4;3,7;;;;;;;;;;;;;;;;;;;;;8;219;3,5;96,5;27;126;18;34;5;1;0;3;0;0;1;4;;;;;;;;;;;;;;12,3;57,5;8,2;15,5;2,3;0,5;0;1,4;0;0;0,5;1,8;;;;;;;;;;;;;;;;1;1;27.03.2011 18:52
1141310100900;Bauler;45;42;3;0;39;0;86,7;2;1;38;2,6;97,4;3;28;0;3;4;;;;;;;;;;;;;;;;;;;;;7,9;73,7;0;7,9;10,5;;;;;;;;;;;;;;;;;;;;;0;39;0;100;4;26;0;3;1;0;0;3;0;0;2;0;;;;;;;;;;;;;;10,3;66,7;0;7,7;2,6;0;0;7,7;0;0;5,1;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:24
1141310101500;Dankerath;77;74;3;0;54;0;70,1;2;1;53;1,9;98,1;9;35;5;2;2;;;;;;;;;;;;;;;;;;;;;17;66;9,4;3,8;3,8;;;;;;;;;;;;;;;;;;;;;0;54;0;100;9;34;2;4;2;0;0;0;0;0;1;2;;;;;;;;;;;;;;16,7;63;3,7;7,4;3,7;0;0;0;0;0;1,9;3,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:19
1141310101800;Dorsel;157;130;27;0;124;0;79;2;7;117;5,6;94,4;25;76;6;9;1;;;;;;;;;;;;;;;;;;;;;21,4;65;5,1;7,7;0,9;;;;;;;;;;;;;;;;;;;;;9;115;7,3;92,7;27;70;1;11;1;0;0;1;1;0;3;0;;;;;;;;;;;;;;23,5;60,9;0,9;9,6;0,9;0;0;0,9;0,9;0;2,6;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:25
1141310102100;Eichenbach;55;45;10;0;42;0;76,4;2;1;41;2,4;97,6;5;30;4;2;0;;;;;;;;;;;;;;;;;;;;;12,2;73,2;9,8;4,9;0;;;;;;;;;;;;;;;;;;;;;2;40;4,8;95,2;7;26;4;3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;17,5;65;10;7,5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:22
1141310102200;Fuchshofen;75;70;5;0;53;0;70,7;2;2;51;3,8;96,2;14;33;0;1;3;;;;;;;;;;;;;;;;;;;;;27,5;64,7;0;2;5,9;;;;;;;;;;;;;;;;;;;;;0;53;0;100;12;36;0;2;2;0;1;0;0;0;0;0;;;;;;;;;;;;;;22,6;67,9;0;3,8;3,8;0;1,9;0;0;0;0;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:21
1141310102600;Harscheid;104;82;22;0;69;0;66,3;2;1;68;1,4;98,6;13;28;8;13;6;;;;;;;;;;;;;;;;;;;;;19,1;41,2;11,8;19,1;8,8;;;;;;;;;;;;;;;;;;;;;0;69;0;100;16;27;7;9;4;2;1;0;0;0;1;2;;;;;;;;;;;;;;23,2;39,1;10,1;13;5,8;2,9;1,4;0;0;0;1,4;2,9;;;;;;;;;;;;;;;;1;1;27.03.2011 18:35
1141310102800;Herschbroich;223;193;30;0;138;0;61,9;2;6;132;4,3;95,7;25;82;16;6;3;;;;;;;;;;;;;;;;;;;;;18,9;62,1;12,1;4,5;2,3;;;;;;;;;;;;;;;;;;;;;2;136;1,4;98,6;27;83;10;8;3;1;1;0;0;1;1;1;;;;;;;;;;;;;;19,9;61;7,4;5,9;2,2;0,7;0,7;0;0;0,7;0,7;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 18:36
1141310103000;Hoffeld;247;230;17;0;149;0;60,3;2;9;140;6;94;31;79;8;17;5;;;;;;;;;;;;;;;;;;;;;22,1;56,4;5,7;12,1;3,6;;;;;;;;;;;;;;;;;;;;;6;143;4;96;29;81;3;19;4;0;0;1;0;0;4;2;;;;;;;;;;;;;;20,3;56,6;2,1;13,3;2,8;0;0;0,7;0;0;2,8;1,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:59
1141310103200;Honerath;135;119;16;0;90;0;66,7;2;2;88;2,2;97,8;16;48;3;16;5;;;;;;;;;;;;;;;;;;;;;18,2;54,5;3,4;18,2;5,7;;;;;;;;;;;;;;;;;;;;;3;87;3,3;96,7;17;44;7;11;6;0;0;0;0;0;1;1;;;;;;;;;;;;;;19,5;50,6;8;12,6;6,9;0;0;0;0;0;1,1;1,1;;;;;;;;;;;;;;;;1;1;27.03.2011 18:46
1141310103300;Hümmel;407;369;38;0;261;0;64,1;2;5;256;1,9;98,1;36;152;14;48;6;;;;;;;;;;;;;;;;;;;;;14,1;59,4;5,5;18,8;2,3;;;;;;;;;;;;;;;;;;;;;5;256;1,9;98,1;36;143;14;51;4;0;4;1;0;0;1;2;;;;;;;;;;;;;;14,1;55,9;5,5;19,9;1,6;0;1,6;0,4;0;0;0,4;0,8;;;;;;;;;;;;;;;;2;2;27.03.2011 19:00
1141310103400;Insul;365;329;36;0;241;0;66;2;13;228;5,4;94,6;49;122;13;39;5;;;;;;;;;;;;;;;;;;;;;21,5;53,5;5,7;17,1;2,2;;;;;;;;;;;;;;;;;;;;;9;232;3,7;96,3;51;122;10;37;2;0;2;4;0;0;3;1;;;;;;;;;;;;;;22;52,6;4,3;15,9;0,9;0;0,9;1,7;0;0;1,3;0,4;;;;;;;;;;;;;;;;1;1;27.03.2011 18:45
1141310103700;Kaltenborn;295;260;35;0;220;0;74,6;2;11;209;5;95;23;124;26;32;4;;;;;;;;;;;;;;;;;;;;;11;59,3;12,4;15,3;1,9;;;;;;;;;;;;;;;;;;;;;5;215;2,3;97,7;25;128;17;32;1;0;1;7;0;0;3;1;;;;;;;;;;;;;;11,6;59,5;7,9;14,9;0,5;0;0,5;3,3;0;0;1,4;0,5;;;;;;;;;;;;;;;;2;2;27.03.2011 18:40
1141310104200;Kottenborn;121;117;4;0;78;0;64,5;2;3;75;3,8;96,2;18;38;7;12;0;;;;;;;;;;;;;;;;;;;;;24;50,7;9,3;16;0;;;;;;;;;;;;;;;;;;;;;1;77;1,3;98,7;19;39;4;9;0;0;0;2;0;0;4;0;;;;;;;;;;;;;;24,7;50,6;5,2;11,7;0;0;0;2,6;0;0;5,2;0;;;;;;;;;;;;;;;;1;1;27.03.2011 18:24
1141310104400;Leimbach;408;369;39;0;275;0;67,4;2;8;267;2,9;97,1;70;116;29;41;11;;;;;;;;;;;;;;;;;;;;;26,2;43,4;10,9;15,4;4,1;;;;;;;;;;;;;;;;;;;;;5;270;1,8;98,2;65;111;22;43;10;1;3;9;0;1;3;2;;;;;;;;;;;;;;24,1;41,1;8,1;15,9;3,7;0,4;1,1;3,3;0;0,4;1,1;0,7;;;;;;;;;;;;;;;;1;1;27.03.2011 19:20
1141310105000;Meuspath;122;108;14;0;88;0;72,1;2;6;82;6,8;93,2;16;47;3;16;0;;;;;;;;;;;;;;;;;;;;;19,5;57,3;3,7;19,5;0;;;;;;;;;;;;;;;;;;;;;3;85;3,4;96,6;23;44;2;13;0;0;0;1;0;0;1;1;;;;;;;;;;;;;;27,1;51,8;2,4;15,3;0;0;0;1,2;0;0;1,2;1,2;;;;;;;;;;;;;;;;1;1;27.03.2011 18:27
